,daynumber,date,1-month,3-month,6-month,1-year,2-year,3-year,5-year,7-year,10-year,20-year,30-year
13660,19124,2014-05-13,0.03,0.03,0.05,0.1,0.39,0.84,1.62,2.16,2.61,3.17,3.45
13661,19125,2014-05-14,0.02,0.03,0.05,0.1,0.39,0.81,1.57,2.1,2.54,3.09,3.37
13662,19126,2014-05-15,0.01,0.03,0.05,0.09,0.38,0.8,1.55,2.05,2.5,3.05,3.33
13663,19127,2014-05-16,0.01,0.03,0.05,0.09,0.38,0.8,1.56,2.08,2.52,3.07,3.34
13664,19130,2014-05-19,0.01,0.03,0.05,0.09,0.36,0.79,1.56,2.09,2.54,3.11,3.39
13665,19131,2014-05-20,0.04,0.03,0.06,0.09,0.35,0.77,1.53,2.06,2.52,3.1,3.38
13666,19132,2014-05-21,0.04,0.04,0.06,0.09,0.37,0.79,1.55,2.08,2.54,3.13,3.42
13667,19133,2014-05-22,0.03,0.03,0.05,0.09,0.37,0.8,1.57,2.1,2.56,3.15,3.43
13668,19134,2014-05-23,0.04,0.04,0.05,0.1,0.37,0.79,1.55,2.09,2.54,3.12,3.4
13670,19138,2014-05-27,0.03,0.04,0.06,0.09,0.39,0.79,1.56,2.08,2.52,3.09,3.37
13671,19139,2014-05-28,0.04,0.04,0.05,0.1,0.37,0.76,1.5,2.01,2.44,3.01,3.29
13672,19140,2014-05-29,0.05,0.04,0.05,0.1,0.37,0.77,1.52,2.03,2.45,3.03,3.31
13673,19141,2014-05-30,0.05,0.04,0.06,0.1,0.37,0.79,1.54,2.06,2.48,3.05,3.33
13674,19144,2014-06-02,0.04,0.04,0.06,0.1,0.39,0.83,1.6,2.12,2.54,3.1,3.38
13675,19145,2014-06-03,0.04,0.04,0.06,0.1,0.41,0.85,1.65,2.18,2.6,3.17,3.43
13676,19146,2014-06-04,0.04,0.04,0.06,0.1,0.41,0.85,1.65,2.2,2.61,3.18,3.45
13677,19147,2014-06-05,0.03,0.04,0.06,0.1,0.4,0.82,1.63,2.17,2.59,3.17,3.44
13678,19148,2014-06-06,0.02,0.04,0.06,0.11,0.41,0.86,1.66,2.19,2.6,3.17,3.44
13679,19151,2014-06-09,0.03,0.04,0.06,0.11,0.43,0.88,1.69,2.22,2.62,3.18,3.45
13680,19152,2014-06-10,0.04,0.04,0.06,0.11,0.45,0.93,1.71,2.24,2.64,3.2,3.47
13681,19153,2014-06-11,0.03,0.04,0.06,0.11,0.44,0.91,1.7,2.23,2.65,3.2,3.47
13682,19154,2014-06-12,0.02,0.04,0.07,0.1,0.42,0.88,1.66,2.17,2.58,3.14,3.41
13683,19155,2014-06-13,0.02,0.04,0.07,0.11,0.45,0.93,1.7,2.21,2.6,3.14,3.41
13684,19158,2014-06-16,0.03,0.04,0.07,0.11,0.49,0.95,1.71,2.21,2.61,3.14,3.4
13685,19159,2014-06-17,0.03,0.04,0.07,0.11,0.51,0.99,1.77,2.27,2.66,3.19,3.44
13686,19160,2014-06-18,0.03,0.03,0.06,0.1,0.48,0.95,1.71,2.21,2.61,3.16,3.43
13687,19161,2014-06-19,0.01,0.02,0.05,0.09,0.48,0.94,1.71,2.22,2.64,3.2,3.47
13688,19162,2014-06-20,0.01,0.02,0.04,0.09,0.5,0.94,1.71,2.22,2.63,3.18,3.44
13689,19165,2014-06-23,0.02,0.03,0.06,0.1,0.48,0.96,1.72,2.23,2.63,3.18,3.45
13690,19166,2014-06-24,0.01,0.03,0.06,0.12,0.49,0.95,1.7,2.19,2.59,3.14,3.41
13691,19167,2014-06-25,0.01,0.03,0.05,0.11,0.48,0.92,1.68,2.17,2.57,3.12,3.38
13692,19168,2014-06-26,0.01,0.04,0.06,0.11,0.46,0.9,1.64,2.14,2.53,3.08,3.35
13693,19169,2014-06-27,0.02,0.03,0.06,0.1,0.45,0.88,1.64,2.14,2.54,3.1,3.36
13694,19172,2014-06-30,0.02,0.04,0.07,0.11,0.47,0.88,1.62,2.13,2.53,3.08,3.34
13695,19173,2014-07-01,0.03,0.02,0.06,0.11,0.47,0.9,1.66,2.17,2.58,3.13,3.4
13696,19174,2014-07-02,0.02,0.02,0.06,0.12,0.49,0.95,1.71,2.22,2.64,3.2,3.46
13697,19175,2014-07-03,0.01,0.01,0.06,0.11,0.52,0.98,1.74,2.25,2.65,3.21,3.47
13699,19179,2014-07-07,0.02,0.04,0.06,0.12,0.52,1.0,1.74,2.24,2.63,3.17,3.44
13700,19180,2014-07-08,0.02,0.03,0.06,0.11,0.51,0.99,1.7,2.19,2.58,3.12,3.38
13701,19181,2014-07-09,0.03,0.03,0.06,0.11,0.51,0.97,1.68,2.17,2.57,3.1,3.37
13702,19182,2014-07-10,0.02,0.02,0.06,0.1,0.46,0.93,1.66,2.15,2.55,3.1,3.38
13703,19183,2014-07-11,0.02,0.02,0.07,0.11,0.48,0.92,1.65,2.13,2.53,3.07,3.34
13704,19186,2014-07-14,0.02,0.03,0.06,0.11,0.48,0.95,1.68,2.17,2.55,3.1,3.36
13705,19187,2014-07-15,0.02,0.02,0.06,0.11,0.49,0.97,1.7,2.18,2.56,3.1,3.37
13706,19188,2014-07-16,0.02,0.02,0.06,0.11,0.5,0.98,1.71,2.18,2.55,3.08,3.35
13707,19189,2014-07-17,0.02,0.02,0.06,0.1,0.47,0.94,1.65,2.11,2.47,3.01,3.27
13708,19190,2014-07-18,0.03,0.02,0.05,0.1,0.51,0.97,1.69,2.14,2.5,3.03,3.29
13709,19193,2014-07-21,0.02,0.03,0.06,0.11,0.51,0.99,1.7,2.14,2.49,3.01,3.26
13710,19194,2014-07-22,0.03,0.03,0.07,0.11,0.49,0.97,1.68,2.13,2.48,3.0,3.25
13711,19195,2014-07-23,0.03,0.03,0.05,0.11,0.5,0.96,1.67,2.12,2.48,3.0,3.26
13712,19196,2014-07-24,0.04,0.03,0.06,0.11,0.53,1.0,1.72,2.18,2.52,3.04,3.3
13713,19197,2014-07-25,0.03,0.03,0.06,0.11,0.53,0.98,1.69,2.14,2.48,2.99,3.24
13714,19200,2014-07-28,0.03,0.04,0.06,0.11,0.54,1.01,1.73,2.17,2.5,3.01,3.26
13715,19201,2014-07-29,0.03,0.02,0.06,0.12,0.54,1.0,1.7,2.14,2.47,2.97,3.22
13716,19202,2014-07-30,0.03,0.04,0.06,0.13,0.56,1.04,1.77,2.24,2.57,3.06,3.31
13717,19203,2014-07-31,0.01,0.03,0.05,0.12,0.53,1.02,1.76,2.24,2.58,3.07,3.32
13718,19204,2014-08-01,0.01,0.03,0.05,0.13,0.47,0.94,1.67,2.16,2.52,3.03,3.29
13719,19207,2014-08-04,0.02,0.04,0.06,0.12,0.47,0.93,1.66,2.15,2.51,3.04,3.3
13720,19208,2014-08-05,0.03,0.03,0.05,0.12,0.47,0.93,1.66,2.14,2.49,3.02,3.28
13721,19209,2014-08-06,0.03,0.03,0.05,0.11,0.48,0.93,1.66,2.13,2.49,3.01,3.27
13722,19210,2014-08-07,0.03,0.03,0.04,0.11,0.44,0.89,1.6,2.07,2.43,2.97,3.23
13723,19211,2014-08-08,0.03,0.03,0.05,0.1,0.45,0.91,1.62,2.09,2.44,2.97,3.23
13724,19214,2014-08-11,0.03,0.04,0.05,0.1,0.47,0.93,1.62,2.09,2.44,2.97,3.24
13725,19215,2014-08-12,0.05,0.03,0.05,0.1,0.45,0.92,1.63,2.1,2.46,3.0,3.27
13726,19216,2014-08-13,0.04,0.04,0.06,0.1,0.43,0.88,1.59,2.06,2.43,2.97,3.24
13727,19217,2014-08-14,0.04,0.04,0.06,0.1,0.42,0.87,1.58,2.04,2.4,2.93,3.2
13728,19218,2014-08-15,0.03,0.03,0.05,0.09,0.42,0.86,1.55,1.99,2.34,2.86,3.13
13729,19221,2014-08-18,0.02,0.03,0.05,0.1,0.44,0.89,1.58,2.04,2.39,2.92,3.2
13730,19222,2014-08-19,0.04,0.03,0.05,0.11,0.46,0.9,1.59,2.05,2.4,2.94,3.21
13731,19223,2014-08-20,0.04,0.04,0.06,0.12,0.49,0.94,1.65,2.09,2.43,2.95,3.22
13732,19224,2014-08-21,0.03,0.02,0.06,0.1,0.49,0.95,1.64,2.08,2.41,2.92,3.19
13733,19225,2014-08-22,0.04,0.03,0.06,0.1,0.53,0.98,1.68,2.1,2.4,2.9,3.16
13734,19228,2014-08-25,0.02,0.04,0.05,0.11,0.53,0.99,1.69,2.09,2.39,2.88,3.13
13735,19229,2014-08-26,0.04,0.03,0.05,0.12,0.52,0.98,1.68,2.08,2.39,2.89,3.15
13736,19230,2014-08-27,0.02,0.04,0.05,0.11,0.51,0.97,1.65,2.05,2.37,2.85,3.11
13737,19231,2014-08-28,0.02,0.03,0.05,0.11,0.5,0.95,1.63,2.04,2.34,2.82,3.08
13738,19232,2014-08-29,0.02,0.03,0.05,0.09,0.48,0.94,1.63,2.05,2.35,2.83,3.09
13740,19236,2014-09-02,0.02,0.03,0.05,0.1,0.53,0.99,1.69,2.11,2.42,2.91,3.17
13741,19237,2014-09-03,0.02,0.03,0.05,0.11,0.52,0.99,1.69,2.11,2.41,2.9,3.15
13742,19238,2014-09-04,0.02,0.03,0.05,0.1,0.54,1.01,1.71,2.14,2.45,2.95,3.21
13743,19239,2014-09-05,0.02,0.03,0.05,0.1,0.52,0.99,1.69,2.14,2.46,2.97,3.23
13744,19242,2014-09-08,0.01,0.02,0.05,0.1,0.54,1.02,1.72,2.16,2.48,2.97,3.23
13745,19243,2014-09-09,0.01,0.02,0.05,0.11,0.56,1.06,1.76,2.19,2.5,2.97,3.23
13746,19244,2014-09-10,0.01,0.02,0.05,0.11,0.58,1.07,1.79,2.22,2.54,3.01,3.26
13747,19245,2014-09-11,0.01,0.02,0.05,0.11,0.58,1.07,1.79,2.22,2.54,3.02,3.27
13748,19246,2014-09-12,0.01,0.02,0.05,0.11,0.58,1.07,1.83,2.29,2.62,3.1,3.35
13749,19249,2014-09-15,0.01,0.02,0.05,0.11,0.58,1.06,1.8,2.26,2.6,3.09,3.34
13750,19250,2014-09-16,0.01,0.02,0.04,0.13,0.55,1.04,1.78,2.26,2.6,3.11,3.36
13751,19251,2014-09-17,0.01,0.02,0.05,0.12,0.59,1.08,1.82,2.29,2.62,3.12,3.37
13752,19252,2014-09-18,0.01,0.02,0.04,0.12,0.59,1.1,1.85,2.32,2.63,3.12,3.36
13753,19253,2014-09-19,0.01,0.02,0.04,0.11,0.59,1.09,1.83,2.29,2.59,3.05,3.29
13754,19256,2014-09-22,0.0,0.01,0.04,0.1,0.58,1.06,1.8,2.26,2.57,3.04,3.28
13755,19257,2014-09-23,0.01,0.01,0.04,0.1,0.57,1.05,1.78,2.23,2.54,3.01,3.25
13756,19258,2014-09-24,0.01,0.02,0.03,0.11,0.59,1.08,1.82,2.26,2.57,3.04,3.28
13757,19259,2014-09-25,0.0,0.01,0.03,0.1,0.56,1.03,1.75,2.21,2.52,2.98,3.22
13758,19260,2014-09-26,0.01,0.01,0.03,0.11,0.59,1.08,1.8,2.24,2.54,2.99,3.22
13759,19263,2014-09-29,0.01,0.02,0.05,0.11,0.58,1.06,1.77,2.21,2.5,2.95,3.18
13760,19264,2014-09-30,0.02,0.02,0.03,0.13,0.58,1.07,1.78,2.22,2.52,2.98,3.21
13761,19265,2014-10-01,0.01,0.02,0.04,0.1,0.53,1.0,1.69,2.12,2.42,2.87,3.12
13762,19266,2014-10-02,0.01,0.01,0.03,0.1,0.53,1.01,1.7,2.14,2.44,2.9,3.15
13763,19267,2014-10-03,0.01,0.01,0.03,0.11,0.57,1.05,1.73,2.16,2.45,2.89,3.13
13764,19270,2014-10-06,0.01,0.02,0.05,0.11,0.54,1.02,1.7,2.13,2.43,2.88,3.12
13765,19271,2014-10-07,0.02,0.02,0.04,0.1,0.52,0.98,1.64,2.06,2.36,2.81,3.06
13766,19272,2014-10-08,0.01,0.01,0.05,0.1,0.46,0.9,1.57,2.02,2.35,2.82,3.07
13767,19273,2014-10-09,0.02,0.01,0.05,0.1,0.46,0.91,1.58,2.02,2.34,2.81,3.07
13768,19274,2014-10-10,0.02,0.01,0.04,0.1,0.45,0.89,1.55,1.99,2.31,2.77,3.03
13770,19278,2014-10-14,0.03,0.02,0.04,0.09,0.39,0.8,1.45,1.88,2.21,2.68,2.95
13771,19279,2014-10-15,0.02,0.02,0.05,0.1,0.34,0.73,1.37,1.8,2.15,2.64,2.92
13772,19280,2014-10-16,0.04,0.03,0.05,0.1,0.35,0.75,1.39,1.82,2.17,2.66,2.94
13773,19281,2014-10-17,0.03,0.02,0.05,0.11,0.39,0.79,1.44,1.88,2.22,2.7,2.98
13774,19284,2014-10-20,0.03,0.02,0.06,0.1,0.37,0.76,1.41,1.85,2.2,2.68,2.96
13775,19285,2014-10-21,0.04,0.02,0.06,0.1,0.38,0.77,1.44,1.88,2.23,2.72,3.0
13776,19286,2014-10-22,0.04,0.02,0.06,0.11,0.41,0.8,1.46,1.9,2.25,2.73,3.01
13777,19287,2014-10-23,0.02,0.01,0.06,0.11,0.41,0.83,1.52,1.95,2.29,2.77,3.05
13778,19288,2014-10-24,0.02,0.01,0.06,0.11,0.41,0.82,1.52,1.96,2.29,2.77,3.05
13779,19291,2014-10-27,0.03,0.02,0.06,0.11,0.41,0.81,1.51,1.94,2.27,2.75,3.04
13780,19292,2014-10-28,0.02,0.02,0.05,0.11,0.42,0.84,1.53,1.97,2.3,2.79,3.06
13781,19293,2014-10-29,0.01,0.03,0.07,0.11,0.48,0.93,1.61,2.03,2.34,2.79,3.06
13782,19294,2014-10-30,0.01,0.01,0.06,0.11,0.48,0.91,1.58,2.02,2.32,2.77,3.04
13783,19295,2014-10-31,0.01,0.01,0.05,0.11,0.5,0.95,1.62,2.05,2.35,2.81,3.07
13784,19298,2014-11-03,0.03,0.02,0.07,0.12,0.52,0.96,1.63,2.05,2.36,2.8,3.07
13785,19299,2014-11-04,0.04,0.03,0.06,0.11,0.52,0.97,1.63,2.05,2.35,2.78,3.05
13786,19300,2014-11-05,0.04,0.03,0.07,0.11,0.52,0.97,1.63,2.05,2.36,2.79,3.06
13787,19301,2014-11-06,0.04,0.03,0.06,0.12,0.54,1.01,1.67,2.09,2.39,2.83,3.09
13788,19302,2014-11-07,0.04,0.03,0.06,0.12,0.51,0.95,1.6,2.01,2.32,2.76,3.04
13789,19305,2014-11-10,0.04,0.02,0.07,0.13,0.55,1.0,1.65,2.07,2.38,2.81,3.09
13791,19307,2014-11-12,0.05,0.02,0.07,0.14,0.55,1.0,1.65,2.06,2.37,2.81,3.09
13792,19308,2014-11-13,0.05,0.02,0.08,0.15,0.53,0.97,1.64,2.05,2.35,2.8,3.08
13793,19309,2014-11-14,0.04,0.02,0.07,0.15,0.54,0.96,1.62,2.02,2.32,2.77,3.04
13794,19312,2014-11-17,0.02,0.03,0.07,0.15,0.54,0.96,1.64,2.04,2.34,2.79,3.06
13795,19313,2014-11-18,0.04,0.02,0.07,0.14,0.53,0.96,1.63,2.03,2.32,2.77,3.05
13796,19314,2014-11-19,0.04,0.01,0.07,0.15,0.54,0.99,1.66,2.07,2.36,2.8,3.08
13797,19315,2014-11-20,0.04,0.02,0.07,0.14,0.53,0.97,1.64,2.05,2.34,2.78,3.05
13798,19316,2014-11-21,0.04,0.01,0.07,0.14,0.53,0.96,1.63,2.03,2.31,2.75,3.02
13799,19319,2014-11-24,0.04,0.02,0.08,0.14,0.53,0.95,1.62,2.02,2.3,2.74,3.01
13800,19320,2014-11-25,0.06,0.02,0.07,0.14,0.51,0.94,1.58,1.98,2.27,2.69,2.97
13801,19321,2014-11-26,0.06,0.02,0.07,0.14,0.53,0.93,1.56,1.96,2.24,2.67,2.95
13803,19323,2014-11-28,0.04,0.02,0.07,0.13,0.47,0.88,1.49,1.89,2.18,2.62,2.89
13804,19326,2014-12-01,0.01,0.03,0.08,0.13,0.49,0.9,1.52,1.93,2.22,2.66,2.95
13805,19327,2014-12-02,0.04,0.03,0.08,0.14,0.55,0.96,1.59,2.0,2.28,2.72,3.0
13806,19328,2014-12-03,0.03,0.01,0.07,0.15,0.57,0.98,1.61,2.01,2.29,2.71,2.99
13807,19329,2014-12-04,0.03,0.02,0.08,0.14,0.55,0.97,1.59,1.98,2.25,2.66,2.94
13808,19330,2014-12-05,0.02,0.02,0.08,0.18,0.65,1.09,1.69,2.06,2.31,2.69,2.97
13809,19333,2014-12-08,0.03,0.03,0.1,0.18,0.64,1.1,1.67,2.02,2.26,2.62,2.9
13810,19334,2014-12-09,0.05,0.04,0.11,0.23,0.64,1.07,1.63,1.97,2.22,2.58,2.87
13811,19335,2014-12-10,0.05,0.03,0.1,0.21,0.59,1.01,1.58,1.92,2.18,2.54,2.83
13812,19336,2014-12-11,0.02,0.03,0.09,0.21,0.62,1.05,1.62,1.96,2.19,2.54,2.84
13813,19337,2014-12-12,0.02,0.02,0.09,0.19,0.56,0.98,1.53,1.86,2.1,2.45,2.75
13814,19340,2014-12-15,0.02,0.04,0.11,0.22,0.6,1.03,1.58,1.9,2.12,2.45,2.74
13815,19341,2014-12-16,0.03,0.03,0.11,0.21,0.58,0.99,1.53,1.85,2.07,2.4,2.69
13816,19342,2014-12-17,0.03,0.03,0.11,0.23,0.62,1.06,1.61,1.93,2.14,2.46,2.74
13817,19343,2014-12-18,0.04,0.04,0.12,0.25,0.67,1.1,1.68,2.01,2.22,2.54,2.82
13818,19344,2014-12-19,0.01,0.04,0.11,0.26,0.67,1.1,1.66,1.98,2.17,2.48,2.77
13819,19347,2014-12-22,0.01,0.05,0.16,0.28,0.71,1.13,1.67,1.98,2.17,2.47,2.75
13820,19348,2014-12-23,0.02,0.03,0.14,0.26,0.73,1.17,1.76,2.06,2.26,2.57,2.85
13821,19349,2014-12-24,0.01,0.01,0.14,0.26,0.73,1.18,1.76,2.09,2.27,2.56,2.83
13823,19351,2014-12-26,0.01,0.01,0.1,0.26,0.73,1.19,1.75,2.07,2.25,2.54,2.81
13824,19354,2014-12-29,0.01,0.03,0.12,0.25,0.72,1.14,1.72,2.02,2.22,2.51,2.78
13825,19355,2014-12-30,0.03,0.03,0.12,0.23,0.69,1.11,1.68,2.0,2.2,2.49,2.76
13826,19356,2014-12-31,0.03,0.04,0.12,0.25,0.67,1.1,1.65,1.97,2.17,2.47,2.75
13828,19358,2015-01-02,0.02,0.02,0.11,0.25,0.66,1.07,1.61,1.92,2.12,2.41,2.69
13829,19361,2015-01-05,0.02,0.03,0.1,0.26,0.68,1.06,1.57,1.85,2.04,2.32,2.6
13830,19362,2015-01-06,0.02,0.03,0.1,0.25,0.65,1.02,1.5,1.78,1.97,2.25,2.52
13831,19363,2015-01-07,0.02,0.03,0.09,0.25,0.62,1.0,1.47,1.76,1.96,2.25,2.52
13832,19364,2015-01-08,0.01,0.03,0.08,0.23,0.62,1.0,1.5,1.81,2.03,2.33,2.59
13833,19365,2015-01-09,0.02,0.02,0.08,0.22,0.59,0.96,1.45,1.75,1.98,2.29,2.55
13834,19368,2015-01-12,0.02,0.03,0.09,0.19,0.56,0.91,1.39,1.69,1.92,2.23,2.49
13835,19369,2015-01-13,0.02,0.03,0.08,0.2,0.54,0.88,1.37,1.67,1.91,2.24,2.49
13836,19370,2015-01-14,0.02,0.04,0.09,0.18,0.51,0.83,1.33,1.62,1.86,2.2,2.47
13837,19371,2015-01-15,0.03,0.03,0.08,0.16,0.44,0.75,1.22,1.53,1.77,2.12,2.4
13838,19372,2015-01-16,0.02,0.03,0.07,0.17,0.49,0.8,1.29,1.6,1.83,2.17,2.44
13840,19376,2015-01-20,0.01,0.03,0.08,0.17,0.53,0.85,1.31,1.61,1.82,2.15,2.39
13841,19377,2015-01-21,0.01,0.03,0.08,0.17,0.53,0.87,1.35,1.66,1.87,2.2,2.44
13842,19378,2015-01-22,0.02,0.03,0.08,0.17,0.53,0.9,1.39,1.69,1.9,2.21,2.46
13843,19379,2015-01-23,0.02,0.02,0.07,0.17,0.52,0.86,1.33,1.62,1.81,2.12,2.38
13844,19382,2015-01-26,0.02,0.03,0.08,0.18,0.54,0.89,1.36,1.64,1.83,2.14,2.4
13845,19383,2015-01-27,0.02,0.02,0.08,0.17,0.54,0.87,1.34,1.62,1.83,2.15,2.4
13846,19384,2015-01-28,0.02,0.02,0.08,0.17,0.5,0.81,1.25,1.53,1.73,2.05,2.29
13847,19385,2015-01-29,0.01,0.03,0.07,0.17,0.51,0.84,1.28,1.59,1.77,2.11,2.33
13848,19386,2015-01-30,0.01,0.02,0.07,0.18,0.47,0.77,1.18,1.49,1.68,2.04,2.25
13849,19389,2015-02-02,0.01,0.02,0.07,0.17,0.49,0.78,1.19,1.49,1.68,2.07,2.25
13850,19390,2015-02-03,0.02,0.02,0.07,0.21,0.52,0.85,1.28,1.6,1.79,2.16,2.37
13851,19391,2015-02-04,0.01,0.01,0.06,0.2,0.52,0.86,1.29,1.61,1.81,2.17,2.39
13852,19392,2015-02-05,0.02,0.02,0.06,0.2,0.52,0.87,1.3,1.62,1.83,2.2,2.42
13853,19393,2015-02-06,0.01,0.02,0.07,0.26,0.65,1.03,1.48,1.77,1.95,2.28,2.51
13854,19396,2015-02-09,0.02,0.01,0.08,0.24,0.65,1.04,1.49,1.78,1.96,2.28,2.52
13855,19397,2015-02-10,0.02,0.01,0.08,0.25,0.67,1.05,1.52,1.82,2.01,2.33,2.58
13856,19398,2015-02-11,0.02,0.01,0.07,0.24,0.67,1.06,1.53,1.83,2.0,2.33,2.57
13857,19399,2015-02-12,0.02,0.02,0.07,0.23,0.61,1.02,1.5,1.81,1.99,2.33,2.58
13858,19400,2015-02-13,0.02,0.01,0.07,0.23,0.66,1.03,1.53,1.84,2.02,2.39,2.63
13860,19404,2015-02-17,0.02,0.02,0.07,0.25,0.7,1.1,1.62,1.95,2.14,2.49,2.73
13861,19405,2015-02-18,0.02,0.02,0.07,0.23,0.62,1.0,1.52,1.86,2.07,2.46,2.7
13862,19406,2015-02-19,0.02,0.02,0.07,0.23,0.67,1.05,1.58,1.92,2.11,2.5,2.73
13863,19407,2015-02-20,0.02,0.02,0.07,0.23,0.67,1.07,1.61,1.94,2.13,2.5,2.73
13864,19410,2015-02-23,0.01,0.02,0.08,0.22,0.64,1.03,1.56,1.88,2.06,2.44,2.66
13865,19411,2015-02-24,0.02,0.02,0.08,0.22,0.6,0.97,1.47,1.79,1.99,2.38,2.6
13866,19412,2015-02-25,0.02,0.02,0.07,0.21,0.61,0.98,1.47,1.78,1.96,2.35,2.56
13867,19413,2015-02-26,0.02,0.03,0.07,0.22,0.66,1.04,1.54,1.86,2.03,2.39,2.63
13868,19414,2015-02-27,0.02,0.02,0.07,0.22,0.63,1.01,1.5,1.82,2.0,2.38,2.6
13869,19417,2015-03-02,0.02,0.02,0.08,0.22,0.66,1.06,1.57,1.89,2.08,2.46,2.68
13870,19418,2015-03-03,0.01,0.02,0.08,0.26,0.68,1.09,1.61,1.94,2.12,2.49,2.71
13871,19419,2015-03-04,0.01,0.01,0.08,0.26,0.66,1.07,1.6,1.93,2.12,2.49,2.72
13872,19420,2015-03-05,0.02,0.02,0.08,0.25,0.65,1.05,1.57,1.9,2.11,2.49,2.71
13873,19421,2015-03-06,0.02,0.01,0.08,0.27,0.73,1.16,1.7,2.04,2.24,2.63,2.83
13874,19424,2015-03-09,0.01,0.02,0.1,0.27,0.7,1.13,1.66,1.99,2.2,2.58,2.8
13875,19425,2015-03-10,0.03,0.02,0.1,0.25,0.7,1.1,1.62,1.94,2.14,2.51,2.73
13876,19426,2015-03-11,0.03,0.03,0.1,0.25,0.7,1.09,1.6,1.92,2.11,2.47,2.69
13877,19427,2015-03-12,0.03,0.03,0.1,0.24,0.67,1.06,1.59,1.91,2.1,2.47,2.69
13878,19428,2015-03-13,0.03,0.03,0.11,0.24,0.68,1.07,1.6,1.93,2.13,2.48,2.7
13879,19431,2015-03-16,0.02,0.05,0.15,0.26,0.66,1.06,1.57,1.9,2.1,2.45,2.67
13880,19432,2015-03-17,0.05,0.05,0.15,0.27,0.7,1.07,1.56,1.87,2.06,2.4,2.61
13881,19433,2015-03-18,0.02,0.03,0.12,0.23,0.57,0.92,1.41,1.73,1.93,2.31,2.51
13882,19434,2015-03-19,0.02,0.03,0.12,0.26,0.63,0.99,1.48,1.79,1.98,2.33,2.54
13883,19435,2015-03-20,0.0,0.01,0.11,0.24,0.6,0.95,1.42,1.73,1.93,2.29,2.5
13884,19438,2015-03-23,0.02,0.03,0.11,0.24,0.6,0.93,1.41,1.71,1.92,2.29,2.51
13885,19439,2015-03-24,0.03,0.02,0.11,0.24,0.58,0.91,1.37,1.68,1.88,2.24,2.46
13886,19440,2015-03-25,0.02,0.04,0.11,0.25,0.59,0.94,1.41,1.73,1.93,2.28,2.5
13887,19441,2015-03-26,0.02,0.03,0.13,0.28,0.61,0.98,1.47,1.81,2.01,2.37,2.6
13888,19442,2015-03-27,0.02,0.04,0.12,0.27,0.58,0.92,1.42,1.74,1.95,2.29,2.53
13889,19445,2015-03-30,0.02,0.04,0.14,0.27,0.58,0.93,1.41,1.74,1.96,2.32,2.55
13890,19446,2015-03-31,0.05,0.03,0.14,0.26,0.56,0.89,1.37,1.71,1.94,2.31,2.54
13891,19447,2015-04-01,0.02,0.03,0.12,0.27,0.55,0.86,1.32,1.65,1.87,2.23,2.47
13892,19448,2015-04-02,0.02,0.02,0.1,0.25,0.55,0.87,1.35,1.69,1.92,2.29,2.53
13893,19449,2015-04-03,0.04,0.02,0.1,0.21,0.49,0.8,1.26,1.6,1.85,2.24,2.49
13894,19452,2015-04-06,0.02,0.03,0.1,0.21,0.51,0.83,1.31,1.67,1.92,2.31,2.57
13895,19453,2015-04-07,0.02,0.02,0.1,0.22,0.52,0.85,1.32,1.66,1.89,2.27,2.52
13896,19454,2015-04-08,0.02,0.03,0.1,0.22,0.54,0.86,1.35,1.68,1.92,2.28,2.53
13897,19455,2015-04-09,0.02,0.03,0.1,0.22,0.56,0.89,1.4,1.73,1.97,2.35,2.61
13898,19456,2015-04-10,0.01,0.02,0.09,0.24,0.57,0.91,1.41,1.73,1.96,2.33,2.58
13899,19459,2015-04-13,0.02,0.03,0.11,0.23,0.54,0.89,1.38,1.71,1.94,2.33,2.58
13900,19460,2015-04-14,0.02,0.02,0.1,0.23,0.53,0.85,1.34,1.67,1.9,2.29,2.54
13901,19461,2015-04-15,0.02,0.02,0.08,0.23,0.51,0.85,1.33,1.66,1.91,2.3,2.55
13902,19462,2015-04-16,0.03,0.02,0.08,0.22,0.5,0.81,1.31,1.64,1.9,2.31,2.56
13903,19463,2015-04-17,0.03,0.01,0.08,0.23,0.51,0.84,1.31,1.63,1.87,2.26,2.51
13904,19466,2015-04-20,0.03,0.03,0.1,0.24,0.55,0.86,1.33,1.65,1.9,2.31,2.56
13905,19467,2015-04-21,0.02,0.03,0.09,0.23,0.55,0.86,1.35,1.67,1.92,2.33,2.58
13906,19468,2015-04-22,0.01,0.03,0.1,0.23,0.57,0.91,1.41,1.75,1.99,2.42,2.66
13907,19469,2015-04-23,0.01,0.03,0.09,0.24,0.55,0.87,1.37,1.7,1.96,2.38,2.63
13908,19470,2015-04-24,0.03,0.03,0.1,0.24,0.54,0.84,1.34,1.68,1.93,2.36,2.62
13909,19473,2015-04-27,0.01,0.02,0.1,0.25,0.54,0.87,1.36,1.69,1.94,2.36,2.61
13910,19474,2015-04-28,0.0,0.02,0.09,0.24,0.56,0.9,1.39,1.75,2.0,2.42,2.68
13911,19475,2015-04-29,0.0,0.01,0.07,0.25,0.56,0.91,1.43,1.8,2.06,2.49,2.76
13912,19476,2015-04-30,0.0,0.01,0.06,0.24,0.58,0.91,1.43,1.79,2.05,2.49,2.75
13913,19477,2015-05-01,0.0,0.01,0.05,0.25,0.6,0.97,1.5,1.87,2.12,2.57,2.82
